Latitude,Longitude,MAT,MAP,LC_IGBP,FLUXCOM_GPP,FLUXCOM_GPP_filter
-5.75,-78.75,22.46,778.25,9,3.7072,3.7072
23.75,31.25,25.04,3.05,16,NaN,NaN
-23.75,31.25,23.11,412.56,10,1.4736,1.4736
27.75,74.75,25.31,432.28,12,1.1979,1.1979
-80.75,69.25,-56.37,26.18,15,NaN,NaN
62.75,-118.75,-4.39,316.97,7,0.65444,0.65444
62.75,118.75,-8.7,281.03,8,1.2355,1.2355
-70.25,60.75,-28.82,436.68,15,NaN,NaN
74.75,105.25,-14.82,227.46,10,0.32793,0.32793
-74.75,105.25,-51.21,85.97,15,NaN,NaN
-18.75,-40.25,23.82,1348.6,10,4.0718,4.0718
59.25,7.25,0.16,1356.5,10,0.80976,0.80976
-87.25,-149.25,-42.98,33.61,15,NaN,NaN
-87.25,149.25,-49.32,29.65,15,NaN,NaN
-85.25,-58.25,-35.22,66.04,15,NaN,NaN
-85.25,58.25,-52.86,14.64,15,NaN,NaN
26.75,47.75,23.84,93.65,16,NaN,NaN
80.25,-25.25,-17.64,151.71,16,NaN,NaN
-80.25,-25.25,-24.68,320.7,15,NaN,NaN
-80.25,25.25,-53.61,42.04,15,NaN,NaN
-88.25,-107.75,-47.67,12.03,15,NaN,NaN
-88.25,107.75,-50.22,11.36,15,NaN,NaN
69.25,-140.25,-13.43,156.23,10,0.5285,0.5285
69.25,140.25,-15.54,219.69,7,0.59121,0.59121
-69.25,140.25,-35.3,598.45,15,NaN,NaN
14.75,-9.75,28.57,546.17,10,1.6783,1.6783
14.75,9.75,27.74,299.64,10,0.56344,0.56344
41.75,54.75,12.93,107.47,16,NaN,NaN
39.25,-97.25,12.72,777.01,10,1.6976,1.6976
10.75,-85.25,24.07,2617.6,2,5.485,5.485
39.25,97.25,-5.82,128.75,10,NaN,NaN
43.25,-113.75,6.98,279.72,10,0.55465,0.55465
37.25,-95.75,14.27,1082.8,12,2.2588,2.2588
-79.75,-1.25,-35.13,242.16,15,NaN,NaN
-79.75,1.25,-37.84,191.53,15,NaN,NaN
37.25,95.75,3.36,85.49,16,NaN,NaN
43.25,113.75,4.02,215.09,10,0.48633,0.48633
48.25,-101.75,4.65,419.88,12,1.4946,1.4946
48.25,101.75,-0.48,282.91,10,1.0583,1.0583
-31.75,134.75,17.09,269.74,7,0.66624,0.66624
24.25,72.75,24.46,863.75,12,2.0528,2.0528
13.25,37.25,26.03,1004.1,12,3.6487,3.6487
-13.25,37.25,22.89,1087.3,4,3.5331,3.5331
-17.25,-44.75,23.42,959.5,10,3.3566,3.3566
76.75,-30.25,-23.75,170.81,15,NaN,NaN
-76.75,-30.25,-18.94,374.45,15,NaN,NaN
-76.75,30.25,-50.27,86.09,15,NaN,NaN
17.25,44.75,25.86,208.58,16,NaN,NaN
-17.25,44.75,25.3,1328.6,10,2.9129,2.9129
-86.25,-75.25,-38.19,26.83,15,NaN,NaN
43.75,41.75,11.93,742.8,4,2.5591,2.5591
-86.25,75.25,-51.64,14.13,15,NaN,NaN
29.75,-0.25,23.66,26.39,16,NaN,NaN
29.75,0.25,23.99,24.63,16,NaN,NaN
32.25,13.75,19.6,252.2,16,0.72678,NaN
-16.25,16.75,22.35,645.04,10,2.4296,2.4296
60.75,121.25,-6.81,330.09,3,1.7623,1.7623
45.25,38.75,11.68,688.94,12,2.5011,2.5011
22.25,16.75,24.92,17.75,16,NaN,NaN
-22.25,16.75,20.92,331.84,10,1.2809,1.2809
-15.75,-63.25,25.73,1175.8,2,6.0502,6.0502
64.75,-66.75,-7.63,428.63,10,0.19684,0.19684
64.75,66.75,-4,498.5,11,1.5683,1.5683
49.25,43.25,7.49,386.73,10,0.93102,0.93102
23.75,100.75,19.81,1282.9,2,5.2929,5.2929
35.75,-115.75,17.59,120.61,7,0.5307,0.5307
35.75,115.75,14.52,572.4,12,2.6885,2.6885
-4.75,-41.25,25.96,777.93,9,2.7426,2.7426
4.75,41.25,25.68,321.03,10,1.1839,1.1839
64.25,-159.25,-5.55,380.21,8,0.99934,0.99934
64.25,159.25,-10.73,276.58,7,0.50153,0.50153
1.75,-50.75,26.64,3078.9,9,5.9009,5.9009
-1.75,-50.75,26.95,2445.7,2,7.2505,7.2505
16.75,-9.75,29.8,214.38,10,0.46152,0.46152
16.75,9.75,28.38,162.23,16,NaN,NaN
31.75,40.75,21.14,72.94,16,0.44813,NaN
-12.75,-69.25,25.68,2245.6,2,6.6951,6.6951
45.25,44.75,10.51,341.51,10,0.94309,0.94309
63.75,51.75,-0.66,582,1,1.8604,1.8604
-24.75,150.25,20.65,641.11,10,1.6528,1.6528
-32.25,19.25,17.01,238.79,6,0.62817,0.62817
-79.75,-143.75,-22.38,258.56,15,NaN,NaN
-79.75,143.75,-34.3,158.47,15,NaN,NaN
9.75,-69.75,22.32,763.23,9,3.9729,3.9729
-9.75,-69.75,25.07,1958.5,2,6.6994,6.6994
8.25,-9.25,24.22,2400.5,2,6.3952,6.3952
8.25,9.25,26.98,1135.7,10,2.7763,2.7763
-23.75,-58.75,23.27,961.18,9,4.4806,4.4806
-75.75,-135.75,-22.91,463.45,15,NaN,NaN
75.75,135.75,-14.8,141.24,17,NaN,NaN
-75.75,135.75,-47.06,88.45,15,NaN,NaN
-14.75,141.75,26.65,1366.6,10,2.3352,2.3352
41.25,-94.75,9.78,823.08,12,2.0151,2.0151
41.25,94.75,6.49,48.57,16,NaN,NaN
26.75,71.75,26.63,192.27,7,0.73892,0.73892
75.25,-29.25,-23.17,210.91,15,NaN,NaN
-75.25,29.25,-43.06,141.48,15,NaN,NaN
60.25,-73.25,-7.36,397.43,10,0.26958,0.26958
78.25,-37.25,-27.42,143.78,15,NaN,NaN
-78.25,37.25,-56.1,51.77,15,NaN,NaN
60.25,73.25,-1.37,522.12,11,1.9775,1.9775
22.25,22.25,23.28,8.94,16,NaN,NaN
-22.25,22.25,22.58,417.47,7,1.441,1.441
-83.75,161.75,-39.75,201.15,15,NaN,NaN
-15.25,125.25,25.56,1238.2,10,2.4576,2.4576
21.75,40.75,24.34,143.7,16,0.36563,NaN
28.75,-3.75,22.42,43.1,16,NaN,NaN
28.75,3.75,24.01,27.7,16,0.13836,NaN
-84.25,-130.25,-25.33,58.34,15,NaN,NaN
-84.25,130.25,-47.07,51.79,15,NaN,NaN
29.75,-90.25,20.56,1559.7,17,4.3078,NaN
29.75,90.25,0.07,467.58,10,0.71514,0.71514
59.75,11.25,5.38,794.9,1,2.5915,2.5915
64.25,35.25,1.27,463.14,9,1.8052,1.8052
1.75,44.25,27.09,491.51,10,2.4304,2.4304
51.25,-109.75,3.29,312.18,10,0.92607,0.92607
51.25,109.75,-4.86,353.7,8,1.9336,1.9336
-71.25,159.75,-27.41,529.92,15,NaN,NaN
74.75,-43.25,-25.85,217.4,15,NaN,NaN
-74.75,43.25,-45.35,219.9,15,NaN,NaN
67.25,23.25,0.26,543.03,8,1.3827,1.3827
68.25,96.25,-12.76,374.68,10,0.33091,0.33091
-68.25,96.25,-28.16,557.71,15,NaN,NaN
-18.25,-44.75,22.29,1202.3,10,3.3015,3.3015
50.75,31.75,7.19,558.56,12,1.9203,1.9203
18.25,44.75,26.48,173.79,16,NaN,NaN
-18.25,44.75,23.17,1321.5,10,3.1155,3.1155
22.25,31.75,26.69,2.91,16,NaN,NaN
-22.25,31.75,23.98,352.58,9,2.4327,2.4327
5.75,-74.25,20.92,2490.2,2,6.7017,6.7017
-5.75,-74.25,27.19,2209.1,2,7.1421,7.1421
-75.75,-18.75,-22.27,409.17,15,NaN,NaN
-75.75,18.75,-38.48,205.7,15,NaN,NaN
59.75,46.75,1.95,545.26,5,2.5666,2.5666
59.25,153.75,-3.77,501.82,7,0.84804,0.84804
-89.25,-32.25,-48.1,8.25,15,NaN,NaN
49.25,9.25,9.49,747.64,12,3.1988,3.1988
-89.25,32.25,-48.93,7.25,15,NaN,NaN
-85.25,-179.75,-43.02,123.58,15,NaN,NaN
-85.25,179.75,-43.07,123.49,15,NaN,NaN
64.25,-19.25,2.39,1073.5,16,0.35901,NaN
64.25,19.25,1.73,540.19,8,1.8184,1.8184
78.25,-100.75,-19.07,108.41,16,NaN,NaN
-78.25,-100.75,-27.56,308.43,15,NaN,NaN
78.25,100.75,-16.06,178.45,10,NaN,NaN
-78.25,100.75,-53.74,36.2,15,NaN,NaN
48.25,-118.75,5.41,346.32,8,2.3971,2.3971
48.25,118.75,-0.34,286.41,10,0.92025,0.92025
-24.75,-61.25,22.73,798.6,8,4.3915,4.3915
62.75,16.25,1.52,503.49,1,2.2491,2.2491
81.25,-25.25,-19.94,150.87,15,NaN,NaN
-81.25,-25.25,-26.6,299.42,15,NaN,NaN
-81.25,25.25,-52.36,35.28,15,NaN,NaN
75.25,-46.75,-22.59,199.36,15,NaN,NaN
-75.25,46.75,-47.64,162.6,15,NaN,NaN
6.25,-72.75,11.3,1029.4,9,3.5972,3.5972
-6.25,-72.75,25.05,2456.2,2,6.6652,6.6652
-74.25,137.75,-46.46,270.58,15,NaN,NaN
-35.75,-70.25,3.9,463.31,16,0.93607,NaN
35.75,70.25,-7.07,686.9,16,0.52015,NaN
33.75,43.75,22.91,140.52,16,NaN,NaN
61.25,-106.75,-6.68,298,9,0.49182,0.49182
61.25,106.75,-6.87,343.24,9,1.2991,1.2991
49.25,144.25,0.45,855.5,17,2.7878,NaN
62.25,49.75,0.48,580.06,5,2.2578,2.2578
70.25,87.75,-10.79,374.47,7,0.49475,0.49475
-70.25,87.75,-30.54,403.75,15,NaN,NaN
-70.75,145.75,-30.18,599.06,15,NaN,NaN
70.75,145.75,-13.79,196.7,7,0.58276,0.58276
-5.25,151.75,23.61,5340,2,7.2779,7.2779
58.25,81.75,-1.29,462.8,5,2.2107,2.2107
41.25,-86.75,9.81,964.14,12,2.1729,2.1729
41.25,86.75,11.29,69.97,16,NaN,NaN
72.75,-111.75,-15.89,200.55,10,NaN,NaN
71.25,-43.75,-25.87,226.67,15,NaN,NaN
24.75,-1.75,27.39,17.98,16,NaN,NaN
24.75,1.75,26.68,22.32,16,NaN,NaN
-71.25,43.75,-33.77,718.31,15,NaN,NaN
72.75,111.75,-14.57,171.4,7,0.40174,0.40174
-72.75,111.75,-44.53,228.37,15,NaN,NaN
24.75,73.25,23.42,709.62,12,2.073,2.073
-10.75,-55.75,25.35,1888.1,10,5.2663,5.2663
71.25,133.75,-13.84,218.22,7,0.46466,0.46466
-71.25,133.75,-40.71,594.72,15,NaN,NaN
-74.75,145.75,-34.2,273.6,15,NaN,NaN
-11.75,-41.25,19.42,731.27,9,3.2545,3.2545
33.25,37.25,16.89,202.81,16,0.6806,NaN
11.75,41.25,27.86,197.63,16,2.5977,NaN
46.75,23.25,6.53,421.77,4,2.6234,2.6234
66.25,-86.75,-12.77,251.08,10,0.15445,0.15445
27.25,26.25,21.69,9.03,16,NaN,NaN
-27.25,26.25,17.86,573.38,10,1.0269,1.0269
-22.25,141.75,24.35,360.26,10,0.11823,0.11823
-15.25,-62.75,25.48,1128.8,2,7.0732,7.0732
80.75,-46.75,-25.23,128.35,15,NaN,NaN
-80.75,46.75,-56.88,29.18,15,NaN,NaN
-6.75,-48.75,25.14,1578.1,9,4.8971,4.8971
6.75,48.75,27.75,210.87,7,0.26667,0.26667
46.75,20.25,10.89,523.16,12,2.1577,2.1577
-33.75,144.75,17.63,344.21,10,1.0898,1.0898
26.25,-98.75,23.81,592.25,10,1.3607,1.3607
26.25,98.75,5.32,1779.4,8,3.4454,3.4454
59.75,-157.75,0.62,624.04,7,0.88111,0.88111
58.25,-120.25,-0.49,471.04,5,2.3083,2.3083
58.25,120.25,-7.37,350.86,8,1.2146,1.2146
70.75,129.25,-14.38,264.32,10,0.24142,0.24142
-70.75,129.25,-40.46,597.51,15,NaN,NaN
61.25,85.75,-3.79,548.51,8,1.9052,1.9052
34.25,-110.75,10.24,530.33,9,1.9267,1.9267
34.25,110.75,10.34,664.91,9,2.5873,2.5873
74.75,-37.75,-26.43,219.04,15,NaN,NaN
66.25,86.75,-6.14,532.13,8,1.2391,1.2391
-78.75,-139.25,-24.11,275.37,15,NaN,NaN
-78.75,139.25,-38.02,114.51,15,NaN,NaN
51.25,-65.25,-2.44,900.17,8,1.5655,1.5655
51.25,65.25,2.68,222.04,10,0.80222,0.80222
54.75,133.75,-11.89,560.44,8,1.6836,1.6836
63.25,-71.25,-9.62,385.19,10,0.19412,0.19412
63.25,71.25,-4.3,497.21,9,1.3281,1.3281
4.75,-61.25,21.21,1756.4,10,3.7784,3.7784
-4.75,-61.25,26.72,2489.2,2,6.5535,6.5535
-7.75,-49.25,25.65,1755.9,9,4.6787,4.6787
30.25,11.75,19.9,66.11,16,0.3352,NaN
7.75,49.25,27.32,177.24,7,0.33749,0.33749
48.25,61.75,6.46,151.74,10,0.46521,0.46521
71.25,144.75,-13.92,174.46,7,0.5262,0.5262
-71.25,144.75,-32.21,597.08,15,NaN,NaN
82.25,-85.75,-18.66,102.45,15,NaN,NaN
-82.25,-85.75,-27.74,134.78,15,NaN,NaN
-82.25,85.75,-54.56,20.11,15,NaN,NaN
49.25,134.75,1.41,683.97,9,2.2332,2.2332
-22.75,-56.25,23.33,1462.8,9,5.5157,5.5157
-74.75,37.75,-43.42,198.05,15,NaN,NaN
3.25,114.75,25.99,3476.3,2,7.6128,7.6128
-3.25,114.75,26.89,2120.7,9,4.6672,4.6672
35.75,10.25,19.83,311.86,12,1.1829,1.1829
72.25,-39.25,-29.28,236.69,15,NaN,NaN
-72.25,39.25,-34.21,615.51,15,NaN,NaN
70.25,128.75,-15.12,287.37,7,0.26445,0.26445
-70.25,128.75,-37.85,598.31,15,NaN,NaN
-8.25,-48.75,24.35,1791.9,9,4.326,4.326
8.25,48.75,25.89,150.04,16,0.33036,NaN
-28.75,-67.25,8.7,286.42,7,0.8151,0.8151
28.75,67.25,21.97,145.59,7,0.46706,0.46706
-15.75,131.75,26.56,806.74,10,1.5538,1.5538
61.75,-136.75,-5.52,256.06,9,0.65776,0.65776
61.75,136.75,-12.86,315.35,9,1.1127,1.1127
40.25,-124.25,10.83,1908.4,1,5.4882,5.4882
40.25,124.25,9.18,968.21,4,2.1563,2.1563
41.25,53.75,14.56,116.45,17,NaN,NaN
35.75,-101.75,14.43,483.58,10,0.75406,0.75406
35.75,101.75,-1.28,414.05,10,1.2273,1.2273
26.75,16.25,22.22,15.17,16,NaN,NaN
22.75,56.25,29.07,148.3,16,NaN,NaN
1.75,111.75,25,3272.1,2,7.1694,7.1694
-1.75,111.75,26.3,2485.4,2,7.415,7.415
49.25,51.75,7.82,199.71,10,0.72258,0.72258
45.25,126.25,4.16,556.38,12,1.9861,1.9861
42.75,-84.75,8.47,775.3,12,2.2037,2.2037
42.75,84.75,-6.18,240.34,10,1.0563,1.0563
68.75,-45.75,-17.47,250.69,15,NaN,NaN
-68.75,45.75,-21.55,799.16,15,NaN,NaN
80.75,-68.75,-21.79,110.39,16,NaN,NaN
-80.75,68.75,-56.39,26.28,15,NaN,NaN
-4.75,136.75,26.14,2906.8,11,7.4057,7.4057
6.25,33.75,27.75,927.37,9,3.154,3.154
-6.25,33.75,19.25,804.99,9,3.3237,3.3237
-24.25,148.25,21.64,655.47,10,1.7115,1.7115
43.25,-117.75,8.03,259.05,10,0.4479,0.4479
-89.25,-63.25,-48.07,8.52,15,NaN,NaN
-89.25,63.25,-49.87,7.34,15,NaN,NaN
43.25,117.75,3.41,379.49,10,1.0774,1.0774
51.75,-62.25,-1.53,821.1,8,1.5242,1.5242
51.75,62.25,2.91,233.82,10,0.75353,0.75353
25.25,80.25,26.02,889.52,12,2.1593,2.1593
5.75,101.25,23.63,2148.4,2,7.3321,7.3321
55.25,158.25,-4.83,469.65,8,1.2351,1.2351
-82.25,-111.25,-27.93,66.56,15,NaN,NaN
29.75,-9.75,19.68,157.84,7,0.77045,0.77045
29.75,9.75,21.79,31.88,16,NaN,NaN
-82.25,111.25,-52.2,29.32,15,NaN,NaN
-79.75,155.75,-31.11,219.48,15,NaN,NaN
2.75,-53.75,25.84,2396.3,2,6.9459,6.9459
-2.75,-53.75,26.08,2242.6,2,7.0139,7.0139
-30.25,137.25,19.78,180.52,7,0.45652,0.45652
38.75,53.25,16.04,137.4,17,NaN,NaN
17.25,80.75,28.08,1117.2,12,3.4453,3.4453
70.75,124.25,-14.8,312.88,7,0.36722,0.36722
-70.75,124.25,-40.08,559.54,15,NaN,NaN
20.75,95.75,26.96,790.1,12,1.4896,1.4896
-83.75,-22.25,-34.9,158.99,15,NaN,NaN
-83.75,22.25,-48.55,29.2,15,NaN,NaN
68.75,-31.25,-13.47,667.36,15,NaN,NaN
68.75,31.25,-0.9,504.29,9,1.1773,1.1773
61.75,61.25,-1.74,521.25,5,2.0529,2.0529
45.75,21.75,10.89,533.19,12,2.4581,2.4581
29.25,94.25,9.59,1004.1,10,1.5711,1.5711
-38.25,177.75,10.86,1197.3,2,5.2055,5.2055
-4.25,143.75,26.96,2083.3,9,6.729,6.729
-33.25,-59.75,17.55,1005.5,9,4.6513,4.6513
33.25,59.75,12.09,145.15,16,0.56931,NaN
49.75,-107.25,3.92,360.24,12,1.1251,1.1251
49.75,107.25,-1.88,303.89,8,1.6229,1.6229
72.25,-111.75,-15.88,177.92,16,0.42273,NaN
-14.25,-65.75,26.46,1769.5,9,4.9617,4.9617
72.25,111.75,-15.27,181.07,7,0.31821,0.31821
-72.25,111.75,-42.23,284.53,15,NaN,NaN
-33.25,147.75,16.86,510.18,12,1.4934,1.4934
-37.75,-67.25,14.14,325.73,10,0.67299,0.67299
76.75,-42.75,-24.11,158.24,15,NaN,NaN
-76.75,42.75,-52.7,84.39,15,NaN,NaN
37.75,67.25,18.23,192.71,12,1.4161,1.4161
8.25,124.25,26.67,2672.7,17,6.7529,NaN
-8.25,124.25,26.72,1017.7,8,6.5992,6.5992
-78.75,-122.75,-27.53,133.96,15,NaN,NaN
44.75,10.75,12.58,821.33,12,3.0961,3.0961
34.25,-5.25,19.05,487.92,12,1.8673,1.8673
34.25,5.25,20.83,137.7,16,NaN,NaN
-17.75,-41.25,23.08,1176.1,9,4.2038,4.2038
-89.25,-42.25,-48.05,8.4,15,NaN,NaN
-89.25,42.25,-49.35,7.2,15,NaN,NaN
62.75,168.25,-6.75,403.39,7,0.52018,0.52018
3.75,114.75,26.07,3179.3,2,7.575,7.575
-3.75,114.75,26.98,2443.5,14,4.8021,4.8021
-87.75,-136.75,-46.6,21.6,15,NaN,NaN
-87.75,136.75,-50.08,19.03,15,NaN,NaN
-87.25,-90.25,-43.47,16.86,15,NaN,NaN
-87.25,90.25,-50.68,12.76,15,NaN,NaN
-86.25,-162.25,-37.7,67.17,15,NaN,NaN
-86.25,162.25,-46.36,61.88,15,NaN,NaN
37.75,-80.75,9.55,990.49,4,3.3689,3.3689
37.75,80.75,13.14,56.61,16,NaN,NaN
77.25,-64.75,-15.96,103.04,15,NaN,NaN
-77.25,64.75,-47.25,48.82,15,NaN,NaN
14.25,77.75,27.72,650.25,12,1.4548,1.4548
24.25,-9.25,24.53,37.79,16,NaN,NaN
24.25,9.25,23.87,17.82,16,NaN,NaN
35.75,67.25,7.98,226.95,10,0.81438,0.81438
6.75,20.75,25.46,1398.8,5,5.1757,5.1757
-6.75,20.75,24.99,1384.4,9,5.5164,5.5164
-17.75,-66.25,18.7,495.06,10,0.95282,0.95282
30.25,34.25,20.1,45,16,NaN,NaN
69.75,-116.75,-11.87,158.84,17,0.33688,NaN
69.75,116.75,-13.44,241.88,7,0.6364,0.6364
-69.75,116.75,-29.98,481.53,15,NaN,NaN
72.25,-40.25,-29.19,224.38,15,NaN,NaN
-72.25,40.25,-34.85,628.33,15,NaN,NaN
75.25,-37.25,-25.46,201.42,15,NaN,NaN
-75.25,37.25,-45.53,152.85,15,NaN,NaN
2.75,-77.75,29.27,4783.7,2,6.7283,6.7283
-2.75,-77.75,28.2,2379.9,2,6.6519,6.6519
68.75,-151.75,-10.96,170.73,7,0.58931,0.58931
68.75,151.75,-13.05,195.34,7,0.74463,0.74463
-68.75,151.75,-15.7,607.3,17,NaN,NaN
-24.25,-59.75,22.96,922.65,8,4.7218,4.7218
72.75,-87.25,-13.47,158.85,16,NaN,NaN
72.75,87.25,-13.04,283.51,7,0.37638,0.37638
-72.75,87.25,-37.37,254.87,15,NaN,NaN
46.25,125.25,4.41,417.65,12,1.4878,1.4878
53.25,-124.75,1.4,486.18,8,1.6179,1.6179
53.25,124.75,-2.71,363.7,8,1.9207,1.9207
68.75,-132.25,-9.85,209.66,7,0.83835,0.83835
68.75,132.25,-16.63,204.95,7,0.55555,0.55555
-68.75,132.25,-30.9,609.51,15,NaN,NaN
-86.75,-97.25,-41.71,19.89,15,NaN,NaN
-86.75,97.25,-50.73,14.71,15,NaN,NaN
67.75,-71.75,-11.52,249.91,10,0.1672,0.1672
28.75,116.25,17.95,1601.3,12,3.3891,3.3891
-28.75,116.25,19.72,303.49,6,0.42998,0.42998
-89.25,-43.25,-48.04,8.41,15,NaN,NaN
-89.25,43.25,-49.38,7.22,15,NaN,NaN
-83.25,-17.75,-33.98,180.14,15,NaN,NaN
-83.25,17.75,-47.53,36.39,15,NaN,NaN
27.25,94.75,23.16,2412,9,3.2517,3.2517
-0.25,102.75,26.82,2186.5,2,7.4458,7.4458
-76.75,-140.25,-27.51,450.71,15,NaN,NaN
-76.75,140.25,-40.1,140.32,15,NaN,NaN
-70.75,15.75,-15.98,280.71,15,NaN,NaN
39.25,40.25,11.44,909.8,10,1.5533,1.5533
-26.75,16.25,12.82,82.37,7,0.3781,0.3781
56.75,-67.25,-5.85,574.53,9,0.71638,0.71638
56.75,67.25,1.25,436.58,12,1.9445,1.9445
-85.75,-117.25,-38.49,29.07,15,NaN,NaN
-15.25,-57.25,25.24,1369.7,9,4.878,4.878
-85.75,117.25,-50.23,27.73,15,NaN,NaN
-76.25,-125.25,-29.27,400.78,15,NaN,NaN
-76.25,125.25,-50.78,46.67,15,NaN,NaN
54.75,-76.25,-4.74,649.39,9,0.86648,0.86648
54.75,76.25,1.33,364.61,10,1.1553,1.1553
-80.75,-13.25,-30.43,322.61,15,NaN,NaN
-80.75,13.25,-49.26,68.87,15,NaN,NaN
65.75,-134.75,-7.11,383.57,9,0.86115,0.86115
66.25,-132.25,-7.85,286.81,9,0.66534,0.66534
66.25,132.25,-14.71,227.67,7,0.72569,0.72569
-66.25,132.25,-15.25,692.51,17,NaN,NaN
65.75,134.75,-16.16,247.47,7,0.53927,0.53927
-88.75,-112.75,-48.38,10.55,15,NaN,NaN
13.25,-8.75,27.29,894.3,10,2.7263,2.7263
13.25,8.75,27.37,518.1,14,0.79125,0.79125
-88.75,112.75,-49.86,9.98,15,NaN,NaN
15.75,105.75,26.41,1946.4,10,4.9438,4.9438
-17.25,-63.75,25.8,1690.5,9,4.9622,4.9622
9.75,98.75,26.27,3699.1,8,6.8464,6.8464
13.75,-88.75,25.1,1758.7,8,5.6782,5.6782
2.75,10.75,22.53,1843.4,2,6.1654,6.1654
-2.75,10.75,25.91,1471.2,8,5.2902,5.2902
22.25,110.75,22.38,1803.2,9,4.6435,4.6435
17.25,-90.25,25.72,1657.8,8,6.2502,6.2502
-17.75,123.75,27.73,668.39,6,1.0061,1.0061
67.75,-158.75,-7.38,308.44,7,0.598,0.598
67.75,158.75,-11.55,205.18,7,0.73386,0.73386
-19.25,130.75,25.75,469.83,7,0.66391,0.66391
51.25,-68.25,-1.06,1008.8,1,1.9257,1.9257
51.25,68.25,2.43,343.68,10,0.85313,0.85313
23.75,43.75,23.58,128.44,16,NaN,NaN
-23.75,43.75,24.41,430.44,10,2.1915,2.1915
-73.75,58.25,-33.61,379.26,15,NaN,NaN
24.75,114.25,18.33,1674.5,2,5.2826,5.2826
-24.75,114.25,22.53,238.31,7,0.24959,0.24959
-13.25,-55.25,23.63,1844.7,12,4.2799,4.2799
-74.75,-135.75,-14.89,465.63,15,NaN,NaN
72.75,-36.25,-28.8,280.7,15,NaN,NaN
-72.75,36.25,-35.01,493.05,15,NaN,NaN
-18.75,132.25,26.31,520.11,7,0.63167,0.63167
54.25,-127.25,0.33,456.97,1,1.8658,1.8658
64.75,-108.25,-9.88,246.05,7,0.4611,0.4611
64.75,108.25,-10.24,330.87,9,0.91286,0.91286
54.25,127.25,-5.99,510.96,3,2.05,2.05
-73.25,128.75,-49.46,317.49,15,NaN,NaN
44.75,19.75,11.79,694.44,4,2.7094,2.7094
58.25,-101.25,-4.05,477.37,9,0.80884,0.80884
58.25,101.25,-3.5,363.84,10,1.9806,1.9806
70.25,-152.75,-11.85,120.47,10,0.39027,0.39027
70.25,152.75,-15.25,153.05,7,0.47808,0.47808
-70.25,152.75,-23.73,601.77,15,NaN,NaN
43.75,-84.25,8.45,765.16,4,2.4508,2.4508
23.75,16.25,24.52,14.54,16,NaN,NaN
-23.75,16.25,14.07,211.27,7,0.67671,0.67671
43.75,84.25,-8.51,214.81,16,0.89509,NaN
22.75,-100.75,18.68,398.56,10,1.0233,1.0233
22.75,100.75,20.38,1513.4,8,5.1274,5.1274
38.25,16.25,19.25,1130.8,12,4.0765,4.0765
-69.75,57.25,-29.95,538.13,15,NaN,NaN
-79.75,68.75,-55.4,30.34,15,NaN,NaN
54.75,55.75,2.98,549.91,10,1.7396,1.7396
57.75,-105.75,-3.28,471.73,9,0.7936,0.7936
81.25,-41.25,-25.37,137.31,15,NaN,NaN
1.75,37.75,25.58,770.06,7,0.63284,0.63284
-1.75,37.75,23.02,911.96,10,1.7964,1.7964
-81.25,41.25,-55.75,28.08,15,NaN,NaN
57.75,105.75,-4.87,421.72,5,1.8855,1.8855
23.25,24.75,21.48,4.12,16,NaN,NaN
-23.25,24.75,21.72,443.98,10,1.4468,1.4468
-29.75,149.25,19.54,570.68,10,1.5898,1.5898
32.25,78.25,-4.4,928.36,16,NaN,NaN
82.75,-72.25,-22.78,136.4,15,NaN,NaN
-82.75,-72.25,-23.71,149.56,15,NaN,NaN
29.75,43.25,23.56,99.95,16,NaN,NaN
-82.75,72.25,-55.85,20,15,NaN,NaN
-76.75,-91.75,-24.9,302.69,15,NaN,NaN
-76.75,91.75,-51.92,53.39,15,NaN,NaN
-75.75,-83.25,-22.94,209.1,15,NaN,NaN
-75.75,83.25,-46.09,71.29,15,NaN,NaN
-74.75,135.75,-48.08,130.24,15,NaN,NaN
-29.25,-68.75,13.47,157.28,7,0.81946,0.81946
29.25,68.75,21.32,204.94,7,0.48107,0.48107
-82.75,158.75,-30.68,236.4,15,NaN,NaN
35.75,-77.75,15.91,1106.7,8,3.2957,3.2957
35.75,77.75,-5.51,137.09,16,NaN,NaN
38.75,-75.75,13.48,1104.8,14,3.2082,3.2082
38.75,75.75,-0.33,89.06,16,0.643,NaN
51.25,-78.25,-0.92,670.44,9,1.4861,1.4861
51.25,78.25,3.28,229.78,10,0.62614,0.62614
50.75,156.25,2.56,1544.2,10,1.5973,1.5973
64.25,-89.75,-11.11,272.04,10,0.21574,0.21574
64.25,89.75,-8.15,538.37,9,1.0634,1.0634
28.25,117.75,18.23,1878.1,9,4.1073,4.1073
-28.25,117.75,21.69,245.39,7,0.18015,0.18015
56.25,41.25,4.25,571.48,5,2.3707,2.3707
-89.75,-162.75,-49.12,7.43,15,NaN,NaN
-89.75,162.75,-49.13,7.31,15,NaN,NaN
20.75,-97.25,24.55,1338,9,4.1819,4.1819
20.75,97.25,20.38,1674.1,9,3.6349,3.6349
15.25,-85.75,27.49,1337.4,9,5.5335,5.5335
-72.75,16.75,-29.6,336.71,15,NaN,NaN
30.25,12.75,20.08,65.36,16,0.35913,NaN
18.75,31.25,28.01,20.83,16,NaN,NaN
-18.75,31.25,18.55,746.05,10,1.9552,1.9552
