# Global soil respiration database version 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record_number,Entry_date,Study_number,Author,Duplicate_record,Quality_flag,Contributor,Country,Region,Site_name,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Age_ecosystem,Age_disturbance,Species,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,Stage,Soil_type,Soil_drainage,Soil_BD,Soil_CN,Soil_sand,Soil_silt,Soil_clay,MAT,MAP,PET,Study_temp,Study_precip,Meas_method,Meas_interval,Annual_coverage,Partition_method,Rs_annual,Rs_annual_err,Rs_interann_err,Rs_max,Rs_maxday,Rs_min,Rs_minday,Rlitter_annual,Ra_annual,Rh_annual,RC_annual,Rs_spring,Rs_summer,Rs_autumn,Rs_winter,Rs_growingseason,Rs_wet,Rs_dry,RC_seasonal,RC_season,Model_type,Temp_effect,Model_output_units,Model_temp_min,Model_temp_max,Model_N,Model_R2,T_depth,Model_paramA,Model_paramB,Model_paramC,Model_paramD,Model_paramE,WC_effect,R10,Q10_0_10,Q10_5_15,Q10_10_20,Q10_0_20,Q10_other1,Q10_other1_temp_min,Q10_other1_temp_max,Q10_other2,Q10_other2_temp_min,Q10_other2_temp_max,GPP,ER,NEP,NPP,ANPP,BNPP,NPP_FR,TBCA,Litter_flux,Rootlitter_flux,TotDet_flux,Ndep,LAI,BA,C_veg_total,C_AG,C_BG,C_CR,C_FR,C_litter,C_soilmineral,C_soildepth,Notes,Lat_Adj,Long_Adj,Lat_Round,Long_Round,MAP_Del,MAT_Del,PAnnual_Del,TAnnual_Del,Year,PRECIP_SD,TAIR_SD,SPI,Study_TS_Annual,TS_Flag,Annual_TS_Coverage,TS_Source,pdsi_pm,pdsi
3103,00:00.0,2495,Wu,,,BBL,China,,Liupan Mountain,2001,1,35.5,106.33,1950,None,,,,,Temperate,Forest,Managed,,Aggrading,,Dry,,,,,,5.8,538,,,,Alkali absorption,30,0.67,,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,-0.33,35.75,106.25,497.73,5.82,593.6,6.46,2001,102.926,0.691,0.931,,,,,,-0.869
3104,00:00.0,2495,Wu,,,BBL,China,,Liupan Mountain,2001,1,35.5,106.33,1950,None,,,,Populus davidiana,Temperate,Forest,Natural,Deciduous,Mature,,Dry,,,,,,5.8,538,,,,Alkali absorption,30,0.67,,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,-0.33,35.75,106.25,497.73,5.82,593.6,6.46,2001,102.926,0.691,0.931,,,,,,-0.869
3105,00:00.0,2495,Wu,,,BBL,China,,Liupan Mountain,2001,1,35.5,106.33,1950,None,,,,Quercus liaotungensis,Temperate,Forest,Natural,Deciduous,Mature,,Dry,,,,,,5.8,538,,,,Alkali absorption,30,0.67,,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,-0.33,35.75,106.25,497.73,5.82,593.6,6.46,2001,102.926,0.691,0.931,,,,,,-0.869
3106,00:00.0,2495,Wu,,,BBL,China,,Liupan Mountain,2001,1,35.5,106.33,1950,None,,,,,Temperate,Agriculture,Managed,Deciduous,Aggrading,,Dry,,,,,,5.8,538,,,,Alkali absorption,30,0.67,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,-0.33,35.75,106.25,497.73,5.82,593.6,6.46,2001,102.926,0.691,0.931,,,,,,-0.869
3107,00:00.0,2495,Wu,,,BBL,China,,Liupan Mountain,2001,1,35.5,106.33,1950,None,,,,,Temperate,Grassland,Managed,Deciduous,Aggrading,,Dry,,,,,,5.8,538,,,,Alkali absorption,30,0.67,,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,-0.33,35.75,106.25,497.73,5.82,593.6,6.46,2001,102.926,0.691,0.931,,,,,,-0.869
3108,00:00.0,2495,Wu,,,BBL,China,,Liupan Mountain,2001,1,35.5,106.33,1950,None,,,,Larix principis-rupprechtii,Temperate,Forest,Managed,Deciduous,Aggrading,,Dry,,,,,,5.8,538,,,,Alkali absorption,30,0.67,,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,-0.33,35.75,106.25,497.73,5.82,593.6,6.46,2001,102.926,0.691,0.931,,,,,,-0.869
3109,00:00.0,2495,Wu,,,BBL,China,,Liupan Mountain,2001,1,35.5,106.33,1950,None,,,,Larix principis-rupprechtii,Temperate,Forest,Managed,Deciduous,Aggrading,,Dry,,,,,,5.8,538,,,,Alkali absorption,30,0.67,,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,-0.33,35.75,106.25,497.73,5.82,593.6,6.46,2001,102.926,0.691,0.931,,,,,,-0.869
3110,00:00.0,2495,Wu,,,BBL,China,,Liupan Mountain,2001,1,35.5,106.33,1950,None,,,,Larix principis-rupprechtii,Temperate,Forest,Managed,Deciduous,Aggrading,,Dry,,,,,,5.8,538,,,,Alkali absorption,30,0.67,,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,-0.33,35.75,106.25,497.73,5.82,593.6,6.46,2001,102.926,0.691,0.931,,,,,,-0.869
3111,00:00.0,2822,Wang,,,BBL,China,Inner Mongolia,IGERS,1998,1,43.5,116.5,,None,,,,Aneurolepidium chinense; Stipa grandis,Temperate,Grassland,Natural,Deciduous,Mature,,Dry,,,,,,,,,,,Gas chromatography,30,0.42,,866,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,1096.2,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,43.75,116.75,314.92,1.93,453.3,3.53,1998,73.832,0.891,1.874,,,,,,0.432
3112,00:00.0,2822,Wang,,,BBL,China,Inner Mongolia,IGERS,1999,1,43.5,116.5,,None,,,,Aneurolepidium chinense; Stipa grandis,Temperate,Grassland,Natural,Deciduous,Mature,,Dry,,,,,,,,,,,Gas chromatography,30,0.42,,390,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,493.7,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,43.75,116.75,314.92,1.93,174,3.06,1999,73.832,0.891,-1.909,,,,,,0.432
3113,00:00.0,1013,Vose,,,BBL,USA,California,USDA Institute of Forest Genetics,1993,1,39,-121,,"Irrigation, chamber",,,3,Pinus ponderosa,Temperate,Forest,Managed,Evergreen,Aggrading,Clay loam (Xeric Haplohumult),Dry,,,,,,18,843,,,,IRGA,,,,,,,,,,,,,,,,,,,1.01,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,39.25,-120.75,1509.07,11.32,3946,10.15,1993,616.814,0.847,3.951,,,,,,-0.463
3114,00:00.0,1013,Vose,,,BBL,USA,California,USDA Institute of Forest Genetics,1993,1,39,-121,,"Irrigation, CO2",+175 CO2,,3,Pinus ponderosa,Temperate,Forest,Managed,Evergreen,Aggrading,Clay loam (Xeric Haplohumult),Dry,,,,,,18,843,,,,IRGA,,,,,,,,,,,,,,,,,,,1.78,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,39.25,-120.75,1509.07,11.32,3946,10.15,1993,616.814,0.847,3.951,,,,,,-0.463
3115,00:00.0,1013,Vose,,,BBL,USA,California,USDA Institute of Forest Genetics,1993,1,39,-121,,"Irrigation, CO2",+350 CO2,,3,Pinus ponderosa,Temperate,Forest,Managed,Evergreen,Aggrading,Clay loam (Xeric Haplohumult),Dry,,,,,,18,843,,,,IRGA,,,,,,,,,,,,,,,,,,,1.47,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,39.25,-120.75,1509.07,11.32,3946,10.15,1993,616.814,0.847,3.951,,,,,,-0.463
3116,00:00.0,1013,Vose,,,BBL,USA,California,USDA Institute of Forest Genetics,1993,1,39,-121,,Irrigation,,,3,Pinus ponderosa,Temperate,Forest,Managed,Evergreen,Aggrading,Clay loam (Xeric Haplohumult),Dry,,,,,,18,843,,,,IRGA,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,39.25,-120.75,1509.07,11.32,3946,10.15,1993,616.814,0.847,3.951,,,,,,-0.463
3117,00:00.0,1085,Marra,,,BBL,USA,Washington,Olympic National Park,1992,1,47.82,-123.9,320,Clearcut,,,,Tsuga heterophylla; Pseudotsuga menziesii; Thuja plicata,Temperate,Forest,Natural,Evergreen,Aggrading,,Dry,,,,,,,3500,,,,Soda lime,30,1,,548,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,-0.1,47.75,-123.75,3160.26,2.67,2913.8,3.75,1992,379.884,0.677,-0.649,,,,,,-1.858
3118,00:00.0,1085,Marra,,,BBL,USA,Washington,Olympic National Park,1992,1,47.82,-123.9,320,None,,,3,Tsuga heterophylla; Pseudotsuga menziesii; Thuja plicata,Temperate,Forest,Managed,Evergreen,Aggrading,,Dry,,,,,,,3500,,,,Soda lime,30,1,,520,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,-0.1,47.75,-123.75,3160.26,2.67,2913.8,3.75,1992,379.884,0.677,-0.649,,,,,,-1.858
3119,00:00.0,1337,Klopatek,,,BBL,USA,Arizona,San Francisco Mountains,1994,1,35.42,-111.67,1980,None,,,,Ceratoides lanata; Chrysothamnus spp.,Temperate,Desert,Natural,Evergreen,Mature,Clay loam (Haplustolls),Dry,,,,,,,,,,,Alkali absorption,21,1,,250,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809,59,750,,,0,,,,-0.42,-0.33,35.25,-111.75,518.72,6.19,484.6,6.46,1994,144.254,0.924,-0.237,,,,,,-1.013
3120,00:00.0,1337,Klopatek,,,BBL,USA,Arizona,San Francisco Mountains,1994,1,35.42,-111.67,2040,None,,,,Chrysothamnus spp.; Pinus edulis; Juniperus monosperma,Temperate,Desert,Natural,Evergreen,Mature,Clay loam (Haplustolls),Dry,,,,,,,,,,,Alkali absorption,21,1,,270,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595,395,200,,,200,,,,-0.42,-0.33,35.25,-111.75,518.72,6.19,484.6,6.46,1994,144.254,0.924,-0.237,,,,,,-1.013
3121,00:00.0,1337,Klopatek,,,BBL,USA,Arizona,San Francisco Mountains,1994,1,35.42,-111.67,2130,None,,,,Pinus edulis; Juniperus monosperma,Temperate,Forest,Natural,Evergreen,Mature,Clay loam (Aridic Argiustolls),Dry,,,,,,,,,,,Alkali absorption,21,1,,295,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2440,1640,800,,,1.00E+03,,,,-0.42,-0.33,35.25,-111.75,518.72,6.19,484.6,6.46,1994,144.254,0.924,-0.237,,,,,,-1.013
3122,00:00.0,1337,Klopatek,,,BBL,USA,Arizona,San Francisco Mountains,1994,1,35.42,-111.67,2180,None,,,,Pinus edulis; Juniperus monosperma; Pinus ponderosa,Temperate,Forest,Natural,Evergreen,Mature,Clay loam (Typic Agriborolls),Dry,,,,,,,,,,,Alkali absorption,21,1,,350,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3045,2145,900,,,600,,,,-0.42,-0.33,35.25,-111.75,518.72,6.19,484.6,6.46,1994,144.254,0.924,-0.237,,,,,,-1.013
3123,00:00.0,1337,Klopatek,,,BBL,USA,Arizona,San Francisco Mountains,1994,1,35.42,-111.67,2300,None,,,,Pinus ponderosa,Temperate,Forest,Natural,Evergreen,Mature,Clay loam (Typic Agriborolls),Dry,,,,,,,,,,,Alkali absorption,21,1,,440,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3345,2445,900,,,2.00E+03,,,,-0.42,-0.33,35.25,-111.75,518.72,6.19,484.6,6.46,1994,144.254,0.924,-0.237,,,,,,-1.013
3124,00:00.0,301,Mishra,,,BBL,India,Orissa,Sambalpur University,1978,1,21.08,84,,None,,,,Cynodon dactylon; Cyperus rotundus; Tridax procumbens; Evolvulus spp.,Tropical,Grassland,Managed,Deciduous,Mature,,Dry,,,,,,,1316,,,,Alkali absorption,,,,,,,,,,,,,,,,,,,,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08,0,21.25,84.25,1546.26,25.61,1738.8,25.51,1978,268.958,0.429,0.716,,,,,-1.99,-1.972
3125,00:00.0,301,Mishra,,,BBL,India,Orissa,Ushakoti,1978,1,21,84,,None,,,,Shorea robusta,Tropical,Forest,Natural,Deciduous,Mature,,Dry,,,,,,,1316,,,,Alkali absorption,,,,,,,,,,,,,,,,,,,,,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,21.25,84.25,1546.26,25.61,1738.8,25.51,1978,268.958,0.429,0.716,,,,,-1.99,-1.972
3126,00:00.0,2387,Mizoguchi,,,BBL,Japan,,,2000,1,35.9,139.5,30,None,,,,Quercus serrata,Temperate,Forest,Natural,Deciduous,Mature,Andosol,Dry,,,,,,14,1380,,,,IRGA,,,,,,,6.25,195,0.45,60,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/s,2,27,,,2,0.022,0.099,0,,,,1.35,2.69,2.69,2.69,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.5,35.75,139.75,1466.81,15.69,1616.7,16.33,2000,241.333,0.522,0.621,,,,,,-0.415
3127,00:00.0,2387,Mizoguchi,,,BBL,Japan,,,2000,1,35.9,139.5,30,None,,,,Quercus serrata,Temperate,Forest,Natural,Deciduous,Mature,Andosol,Dry,,,,,,14,1380,,,,IRGA,,,,,,,10,195,0.57,60,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/s,2,27,,,2,0.03,0.1,0,,,,1.85,2.72,2.72,2.72,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.5,35.75,139.75,1466.81,15.69,1616.7,16.33,2000,241.333,0.522,0.621,,,,,,-0.415
3128,00:00.0,1151,Blanke,,,BBL,Germany,,,1996,1,,,,No-till,,,,,Temperate,Agriculture,Managed,Deciduous,Aggrading,,Dry,,,55,31,14,,,,,,IRGA,,,,,,,,,,,,,,,0.66,4.42,,0.16,,,,,,,,,,,,,,,,,,,,,,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996,,,,,,,,,
3129,00:00.0,1245,Upadhaya,,Q01,BBL,India,,Khurpatal,1987,1,29.4,79.48,1750,None,,,8,Pinus spp.,Temperate,Forest,Natural,Evergreen,Aggrading,,Dry,1.26,,,,,,2312,,,,Alkali absorption,120,1,Extraction,161,,,,,,,52,109,52,0.68,,0.4,,0.3,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rs fluxes estimated as average of Table 1 values,-0.4,-0.48,29.25,79.25,1573.74,24.08,1216,24.98,1987,285.271,0.649,-1.254,,,,,3.36,1.672
3130,00:00.0,1245,Upadhaya,,Q01,BBL,India,,Khurpatal,1987,1,29.4,79.48,1850,None,,,30,Pinus spp.,Temperate,Forest,Natural,Evergreen,Aggrading,,Dry,0.98,,,,,,2312,,,,Alkali absorption,120,1,Extraction,948,,,,,,,201,606,342,0.64,,2.91,,1.58,,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rs fluxes estimated as average of Table 1 values,-0.4,-0.48,29.25,79.25,1573.74,24.08,1216,24.98,1987,285.271,0.649,-1.254,,,,,3.36,1.672
3131,00:00.0,1245,Upadhaya,,Q01,BBL,India,,Khurpatal,1987,1,29.4,79.48,1850,None,,,,Pinus spp.,Temperate,Forest,Natural,Evergreen,Mature,,Dry,0.96,,,,,,2312,,,,Alkali absorption,120,1,Extraction,1160,,,,,,,191,743,417,0.64,,3.31,,1.83,,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,,,,,,,,,,,,,,Rs fluxes estimated as average of Table 1 values,-0.4,-0.48,29.25,79.25,1573.74,24.08,1216,24.98,1987,285.271,0.649,-1.254,,,,,3.36,1.672
3132,00:00.0,1245,Upadhaya,,Q01,BBL,India,,Barah Patthar,1987,1,29.4,79.48,1920,None,,,8,Quercus spp.,Temperate,Forest,Natural,Deciduous,Aggrading,,Dry,1.12,,,,,,2312,,,,Alkali absorption,120,1,Extraction,313,,,,,,,104,213,100,0.68,,0.84,,1.01,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rs fluxes estimated as average of Table 1 values,-0.4,-0.48,29.25,79.25,1573.74,24.08,1216,24.98,1987,285.271,0.649,-1.254,,,,,3.36,1.672
3133,00:00.0,1245,Upadhaya,,Q01,BBL,India,,Barah Patthar,1987,1,29.4,79.48,1930,None,,,30,Quercus spp.,Temperate,Forest,Natural,Deciduous,Aggrading,,Dry,0.87,,,,,,2312,,,,Alkali absorption,120,1,Extraction,1045,,,,,,,244,638,407,0.61,,2.21,,1.7,,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rs fluxes estimated as average of Table 1 values,-0.4,-0.48,29.25,79.25,1573.74,24.08,1216,24.98,1987,285.271,0.649,-1.254,,,,,3.36,1.672
3134,00:00.0,1245,Upadhaya,,Q01,BBL,India,,Barah Patthar,1987,1,29.4,79.48,1930,None,,,,Quercus spp.,Temperate,Forest,Natural,Deciduous,Mature,,Dry,0.82,,,,,,2312,,,,Alkali absorption,120,1,Extraction,1261,,,,,,,379,765,496,0.61,,3.82,,2.24,,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,,,,,,,,,,,,,,Rs fluxes estimated as average of Table 1 values,-0.4,-0.48,29.25,79.25,1573.74,24.08,1216,24.98,1987,285.271,0.649,-1.254,,,,,3.36,1.672
3135,00:00.0,379,Freytag,,Q01,BBL,Germany,,,1980,1,52.5,14.13,60,None,,,,,Temperate,Agriculture,Managed,Deciduous,Aggrading,,Dry,,,,,,,,,,,,,,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R10 estimated from figure,0.5,-0.13,52.75,14.25,556.41,9.12,593.7,7.92,1980,89.13,0.866,0.418,,,,,,3.47
3136,00:00.0,889,Priess,,,BBL,Venezuala,,Canaima National Park,1990.5,2,5,-61,,None,,,,Mix,Tropical,Forest,Natural,Evergreen,Mature,,Dry,,,,,,20.7,2000,,20.6,,Gas chromatography,30,1,Extraction,891,,,,,,,,140,751,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.3,382,367.3,367.3,,382,,,,,,,17100,,,1005,1546,17400,,,0,0,5.25,-60.75,1693.44,17.76,1326.1,18.13,1991,348.798,0.434,-1.053,,,,,,-0.565
3137,00:00.0,889,Priess,,,BBL,Venezuala,,Canaima National Park,1990.5,2,5,-61,,None,,,50,Mix,Tropical,Forest,Natural,Evergreen,Aggrading,,Dry,,,,,,20.7,2000,,20.6,,Gas chromatography,30,1,Extraction,1219,,,,,,,,444,775,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775.7,262,513.7,513.7,,262,,,,,,,18000,,,1350,864,20400,,,0,0,5.25,-60.75,1693.44,17.76,1326.1,18.13,1991,348.798,0.434,-1.053,,,,,,-0.565
3138,00:00.0,889,Priess,,,BBL,Venezuala,,Canaima National Park,1990.5,2,5,-61,,None,,,,Mix,Tropical,Forest,Natural,Evergreen,Mature,,Dry,,,,,,20.7,2000,,20.6,,Gas chromatography,30,1,Extraction,1017,,,,,,,,182,835,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.2,268,570.2,570.2,,267.5,,,,,,,7150,,,1331,2390,10400,,,0,0,5.25,-60.75,1693.44,17.76,1326.1,18.13,1991,348.798,0.434,-1.053,,,,,,-0.565
3139,00:00.0,4608,Valentini,,,BBL,Brazil,Mato Grosso,Floresta de TransiÃ§Ã£o,2003,1,-11.41,-55.33,,None,,,,Tovomita schomburkii; Brosimum lactescens; Protium sagotianum; Dialium guianense; Hevea brasiliensis; Dinizia excelsa; Quina pteridophilla; Mezilaurus itauba,Tropical,Forest,Natural,Evergreen,Mature,,Dry,,,84,4,2,24,2000,,,,IRGA,,,,2823,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.33,-11.25,-55.25,1857.66,25.78,1848,26.23,2003,242.995,0.576,-0.04,,,,,,1.206
3140,00:00.0,212,De Jong,,,BBL,Canada,Saskatchewan,Matador,1971,1,50.6,-107.75,,None,,,,Andropogon spp.; Koeleria spp.,Temperate,Grassland,Natural,Deciduous,Mature,Clay (Rego Brown Chernozemic),Dry,,,,,,3.3,390,,,,IRGA,,,,,,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,-0.25,50.75,-107.75,352.88,3.57,281.9,2.72,1971,77.901,1.141,-0.911,,,,,,-0.071
3141,00:00.0,212,De Jong,,,BBL,Canada,Saskatchewan,Matador,1971,1,50.6,-107.75,,None,,,,Andropogon spp.; Koeleria spp.,Temperate,Grassland,Natural,Deciduous,Mature,Clay (Rego Brown Chernozemic),Dry,,,,,,3.3,390,,,,IRGA,,,,,,,,,,,,,,,,,,,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,-0.25,50.75,-107.75,352.88,3.57,281.9,2.72,1971,77.901,1.141,-0.911,,,,,,-0.071
3142,00:00.0,4217,Baronti,,"Q01,Q03",BBL,Italy,Tuscany,Poggio S. Cecilia,2001.5,1,43.28,11.6,430,None,,,,Avena fatua; Cynodon dactylon; Medicago arabica; Trifolium repens,Mediterranean,Grassland,Unmanaged,Deciduous,Mature,Sandy loam,Dry,,,,,,13.8,781,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,2,25,,0.35,10,0.542,0.06,0,,,Positive,0.99,1.82,1.82,1.82,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Model parameter 'b' estimated--can't read photocopy,-0.28,0.4,43.25,11.75,725.62,13.98,791.1,14.73,2002,132.355,0.704,0.495,,,,,,-1.154
3143,00:00.0,4217,Baronti,,"Q01,Q03",BBL,Italy,Tuscany,Poggio S. Cecilia,2001.5,1,43.28,11.6,430,CO2,550 ppm,,,Avena fatua; Cynodon dactylon; Medicago arabica; Trifolium repens,Mediterranean,Grassland,Unmanaged,Deciduous,Mature,Sandy loam,Dry,,,,,,13.8,781,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,2,26,,0.35,10,0.943,0.055,0,,,Positive,1.63,1.73,1.73,1.73,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Model parameter 'b' estimated--can't read photocopy,-0.28,0.4,43.25,11.75,725.62,13.98,791.1,14.73,2002,132.355,0.704,0.495,,,,,,-1.154
3144,00:00.0,4296,FÃ?ti,,,BBL,Hungary,,Isaszeg,2006,1,47.57,19.03,230,Cutting,,,,Festuca rupicola; Chamaecytisus austriacus,Temperate,Grassland,Natural,Deciduous,Mature,Cambisol,Dry,,,,,,9.1,560,,,,IRGA,,,,,,,15.7,180,0.09,62,,,,,,7.5,3.2,,,,,,,Other,Positive,umol CO2/m2/s,-5,30,,,,,,,,,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,-0.03,47.75,19.25,545.97,9.8,550.9,9.73,2006,113.429,0.664,0.043,,,,,,-0.006
3145,00:00.0,4656,ZemanovÃ¡,,Q01,BBL,Czech Republic,,MokrÃ© Louky,2006,1,,,,Cutting,,,,Phalaris arundinacea; Carex spp.,Temperate,Grassland,Managed,Deciduous,Mature,Organic,Wet,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,Other,Positive,umol CO2/m2/s,7,23,,0.69,2,,,,,,,3.5,,,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R10 and Q10 estimated from figure,,,,,,,,,2006,,,,,,,,,
3146,00:00.0,4656,ZemanovÃ¡,,Q01,BBL,Czech Republic,,ZÃ¡blatskÃ© Louky,2006,1,,,,Cutting,,,,Carex vesicaria; Carex acuta,Temperate,Grassland,Managed,Deciduous,Mature,Organic,Wet,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,Other,Positive,umol CO2/m2/s,6,20,,0.66,2,,,,,,,3.25,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R10 and Q10 estimated from figure,,,,,,,,,2006,,,,,,,,,
3147,00:00.0,4656,ZemanovÃ¡,,Q01,BBL,Czech Republic,,Hamr,2006,1,,,,Cutting,,,,Glyceria maxima; Carex vesicaria,Temperate,Grassland,Managed,Deciduous,Mature,Silt-sand,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,Other,Positive,umol CO2/m2/s,4,22,,0.67,2,,,,,,,1.75,,,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R10 and Q10 estimated from figure,,,,,,,,,2006,,,,,,,,,
3148,00:00.0,718,Rochette,,,BBL,Canada,Ontario,Centre for Food and Animal Research,1990,1,45.37,-75.72,79,None,,,1,Hordeum vulgare,Temperate,Agriculture,Managed,Deciduous,Aggrading,Clay loam (Orthic Humic Gleysol),Dry,1.37,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,3.75,,,,,"Linear, R=a+b(T-c)",Positive,mg CO2/m2/s,9,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37,-0.28,45.25,-75.75,878.14,5.9,963.9,6.88,1990,106.996,0.876,0.802,,,,,,-0.444
