"year","model","experiment","ensemble","GPP","Rs"
2012,"CESM2","historical","r7i1p1f1",118.340778690914,31.8077078905533
1849,"CESM2","historical","r8i1p1f1",93.9454769430396,26.6684289612302
1850,"CESM2","historical","r8i1p1f1",95.7041124585451,27.274987308852
1851,"CESM2","historical","r8i1p1f1",96.9720179286664,27.4952752203104
1852,"CESM2","historical","r8i1p1f1",94.8025605734903,26.9357301814074
1853,"CESM2","historical","r8i1p1f1",94.3888399055497,26.9552655864359
1854,"CESM2","historical","r8i1p1f1",97.3571837577075,27.7097571037453
1855,"CESM2","historical","r8i1p1f1",97.0644963525432,27.1317440805877
1856,"CESM2","historical","r8i1p1f1",95.6086052576979,26.908933356068
1857,"CESM2","historical","r8i1p1f1",96.6495599178121,27.353608082524
1858,"CESM2","historical","r8i1p1f1",96.222891345284,27.1733766524383
1859,"CESM2","historical","r8i1p1f1",96.1393992323047,27.4795646896755
1860,"CESM2","historical","r8i1p1f1",97.5912194565154,27.4153872809362
1861,"CESM2","historical","r8i1p1f1",95.8169682015654,26.8293215828368
1862,"CESM2","historical","r8i1p1f1",96.9061250527569,27.3578557021256
1863,"CESM2","historical","r8i1p1f1",96.1760726638849,26.7306099398654
1864,"CESM2","historical","r8i1p1f1",97.2582589790888,27.2390257832251
1865,"CESM2","historical","r8i1p1f1",97.6288361232685,27.4302370642417
1866,"CESM2","historical","r8i1p1f1",97.3387431535732,27.1863635807914
1867,"CESM2","historical","r8i1p1f1",96.0356709474138,26.8658115522844
1868,"CESM2","historical","r8i1p1f1",94.7558870778617,26.6938836162599
1869,"CESM2","historical","r8i1p1f1",94.457610204357,26.8969257109462
1870,"CESM2","historical","r8i1p1f1",97.9567607215926,27.5683112907041
1871,"CESM2","historical","r8i1p1f1",98.5762617858405,27.2643851501027
1872,"CESM2","historical","r8i1p1f1",97.1720300328527,27.1585482143609
1873,"CESM2","historical","r8i1p1f1",97.4039133092245,27.1392747955766
1874,"CESM2","historical","r8i1p1f1",98.826785780399,27.4708372040545
1875,"CESM2","historical","r8i1p1f1",96.9677786300479,27.0725020928585
1876,"CESM2","historical","r8i1p1f1",95.9064403854276,27.1745732051099
1877,"CESM2","historical","r8i1p1f1",98.4719230305147,27.6378495571615
1878,"CESM2","historical","r8i1p1f1",98.4719170914151,27.467733524238
1879,"CESM2","historical","r8i1p1f1",96.2307776717715,26.842715255461
1880,"CESM2","historical","r8i1p1f1",96.5146237279722,26.7916792499168
1881,"CESM2","historical","r8i1p1f1",96.9310459145787,26.9600747241514
1882,"CESM2","historical","r8i1p1f1",95.1622832884357,26.6840755279148
1883,"CESM2","historical","r8i1p1f1",96.1789332349872,26.664051872345
1884,"CESM2","historical","r8i1p1f1",96.8172076527265,26.7365940526014
1885,"CESM2","historical","r8i1p1f1",94.7788821997657,26.673689618708
1886,"CESM2","historical","r8i1p1f1",96.4998881230322,26.8187533771123
1887,"CESM2","historical","r8i1p1f1",97.2455177026532,27.028061259691
1888,"CESM2","historical","r8i1p1f1",97.070722402863,27.0695050070507
1889,"CESM2","historical","r8i1p1f1",97.0830584753682,27.0962347121431
1890,"CESM2","historical","r8i1p1f1",98.7080330100178,27.1282421601655
1891,"CESM2","historical","r8i1p1f1",96.4480824111071,27.0376340504609
1892,"CESM2","historical","r8i1p1f1",98.8639278799542,27.4445515175441
1893,"CESM2","historical","r8i1p1f1",98.8636513057652,27.5249126055083
1894,"CESM2","historical","r8i1p1f1",98.404204191691,27.1948940155639
1895,"CESM2","historical","r8i1p1f1",96.2769893532269,26.8408082123104
1896,"CESM2","historical","r8i1p1f1",97.0597533020451,27.034136942147
1897,"CESM2","historical","r8i1p1f1",97.4389801078982,27.0041556957031
1898,"CESM2","historical","r8i1p1f1",98.3772609419914,27.5583659226754
1899,"CESM2","historical","r8i1p1f1",99.0235186131298,27.4545608335093
1900,"CESM2","historical","r8i1p1f1",96.8681187124956,27.2214690763054
1901,"CESM2","historical","r8i1p1f1",98.5209956441424,27.6755620280535
1902,"CESM2","historical","r8i1p1f1",100.151408006812,27.4443069514493
1903,"CESM2","historical","r8i1p1f1",100.120094390434,27.3222587047982
1904,"CESM2","historical","r8i1p1f1",100.149822837322,27.4197827166657
1905,"CESM2","historical","r8i1p1f1",100.409315575729,27.5610156495821
1906,"CESM2","historical","r8i1p1f1",100.484354276888,27.5033077219923
1907,"CESM2","historical","r8i1p1f1",100.010301859373,27.3534310327119
1908,"CESM2","historical","r8i1p1f1",99.4757533654221,27.5379372624468
1909,"CESM2","historical","r8i1p1f1",98.9464398908051,27.4733385377414
1910,"CESM2","historical","r8i1p1f1",97.4298698568894,26.8861628280982
1911,"CESM2","historical","r8i1p1f1",99.5485854727494,27.5454695962946
1912,"CESM2","historical","r8i1p1f1",101.242377213425,27.5842653720284
1913,"CESM2","historical","r8i1p1f1",98.8732193540408,27.3577636606644
1914,"CESM2","historical","r8i1p1f1",101.320746761276,27.7628515016602
1915,"CESM2","historical","r8i1p1f1",102.039236043513,27.761839606705
1916,"CESM2","historical","r8i1p1f1",100.240397218867,27.35833590914
1917,"CESM2","historical","r8i1p1f1",100.818647155755,27.6024164273088
1918,"CESM2","historical","r8i1p1f1",99.7355554891669,27.370515399526
1919,"CESM2","historical","r8i1p1f1",99.1723960518287,27.3991896202817
1920,"CESM2","historical","r8i1p1f1",101.500817715445,27.8545862847835
1921,"CESM2","historical","r8i1p1f1",100.633985673337,27.5736275660715
1922,"CESM2","historical","r8i1p1f1",101.672492048504,27.8166157100585
1923,"CESM2","historical","r8i1p1f1",100.084981130906,27.2424236523172
1924,"CESM2","historical","r8i1p1f1",98.208964259293,26.9827770598922
1925,"CESM2","historical","r8i1p1f1",98.8792873827231,27.4271278722129
1926,"CESM2","historical","r8i1p1f1",99.9674465270212,27.5614733149576
1927,"CESM2","historical","r8i1p1f1",99.6395954230628,27.2048326612959
1928,"CESM2","historical","r8i1p1f1",99.2317951537742,27.1297079991285
1929,"CESM2","historical","r8i1p1f1",100.571393550099,27.3983980919035
1930,"CESM2","historical","r8i1p1f1",100.730249671293,27.5457844081863
1931,"CESM2","historical","r8i1p1f1",99.8230751050517,27.3080504363826
1932,"CESM2","historical","r8i1p1f1",101.003649442183,27.5928712643373
1933,"CESM2","historical","r8i1p1f1",98.0996538270412,27.2423967259818
1934,"CESM2","historical","r8i1p1f1",99.8583715240458,27.5363618652367
1935,"CESM2","historical","r8i1p1f1",100.613148353941,27.5348689398789
1936,"CESM2","historical","r8i1p1f1",99.2546543972686,27.2485817638589
1937,"CESM2","historical","r8i1p1f1",99.5982659992155,27.1569694683276
1938,"CESM2","historical","r8i1p1f1",97.7759121748936,26.8394472292504
1939,"CESM2","historical","r8i1p1f1",101.350027525451,27.8901111938797
1941,"CESM2","historical","r8i1p1f1",102.806019385916,27.8712103191898
1942,"CESM2","historical","r8i1p1f1",103.088857893712,27.8036288319129
1943,"CESM2","historical","r8i1p1f1",101.541801115262,27.4604343427714
1944,"CESM2","historical","r8i1p1f1",100.346347852519,27.3546680948141
1945,"CESM2","historical","r8i1p1f1",100.464614429307,27.3237885545856
1946,"CESM2","historical","r8i1p1f1",98.4675656610987,26.97619846648
1947,"CESM2","historical","r8i1p1f1",99.5215663760245,27.6515323114556
1948,"CESM2","historical","r8i1p1f1",102.892378498296,27.8250958854835
1949,"CESM2","historical","r8i1p1f1",102.246320675796,27.5467945090255
1950,"CESM2","historical","r8i1p1f1",101.34107053397,27.5792197121538
1951,"CESM2","historical","r8i1p1f1",101.570331083003,27.4799802195987
1952,"CESM2","historical","r8i1p1f1",101.436850421831,27.2703974634976
1953,"CESM2","historical","r8i1p1f1",102.120879484943,27.4451811434927
1954,"CESM2","historical","r8i1p1f1",100.416965480855,27.4021005906263
1955,"CESM2","historical","r8i1p1f1",100.480609575271,27.365811968994
1956,"CESM2","historical","r8i1p1f1",100.471700481654,27.3932476711009
1957,"CESM2","historical","r8i1p1f1",102.628187581202,27.7126463717633
1958,"CESM2","historical","r8i1p1f1",103.644302592595,27.9220797415286
1959,"CESM2","historical","r8i1p1f1",102.10324820242,27.5831388341845
1960,"CESM2","historical","r8i1p1f1",98.5221710311251,27.0673757401348
1961,"CESM2","historical","r8i1p1f1",102.046043862705,27.3901667466759
1962,"CESM2","historical","r8i1p1f1",102.128009426454,26.9803736201853
1963,"CESM2","historical","r8i1p1f1",100.963685542841,27.0742442180856
1964,"CESM2","historical","r8i1p1f1",99.6768498456826,26.6879115325714
1965,"CESM2","historical","r8i1p1f1",100.458092696163,27.142896142459
1966,"CESM2","historical","r8i1p1f1",101.787654083589,27.4972681404677
1967,"CESM2","historical","r8i1p1f1",102.121128508609,27.4520391750358
1968,"CESM2","historical","r8i1p1f1",103.456345925901,27.655068975814
1969,"CESM2","historical","r8i1p1f1",103.585502242748,27.3697246972354
1970,"CESM2","historical","r8i1p1f1",103.179631498056,27.6046348069631
1971,"CESM2","historical","r8i1p1f1",103.849770310884,27.8446833040886
1972,"CESM2","historical","r8i1p1f1",103.375870279102,27.7615710128014
1973,"CESM2","historical","r8i1p1f1",101.884060425114,27.5511818208706
1974,"CESM2","historical","r8i1p1f1",102.66402721888,27.6727441125176
1975,"CESM2","historical","r8i1p1f1",103.363753737941,27.7996239497388
1976,"CESM2","historical","r8i1p1f1",105.427743607766,28.0544522731712
1977,"CESM2","historical","r8i1p1f1",105.026218257508,27.7861861366119
1978,"CESM2","historical","r8i1p1f1",105.496204034021,28.3897225978559
1979,"CESM2","historical","r8i1p1f1",107.636078175401,28.5880355935438
1980,"CESM2","historical","r8i1p1f1",105.75164185345,28.117286664963
1981,"CESM2","historical","r8i1p1f1",107.799656065496,28.6828564215481
1982,"CESM2","historical","r8i1p1f1",108.723892229078,28.7085823906106
1983,"CESM2","historical","r8i1p1f1",109.712073554288,28.7720597218209
1984,"CESM2","historical","r8i1p1f1",108.214536468252,28.59201765216
1985,"CESM2","historical","r8i1p1f1",107.200617987829,28.6488031061481
1986,"CESM2","historical","r8i1p1f1",110.356574638041,28.9510467031554
1987,"CESM2","historical","r8i1p1f1",105.581326815964,28.5173862726678
1988,"CESM2","historical","r8i1p1f1",108.748080812502,28.7092087259975
1989,"CESM2","historical","r8i1p1f1",109.651314949207,28.8658959558869
1990,"CESM2","historical","r8i1p1f1",108.646169937278,28.7919678037085
1991,"CESM2","historical","r8i1p1f1",109.334986935087,28.8626407453589
1992,"CESM2","historical","r8i1p1f1",110.973424503509,28.9374591534559
1993,"CESM2","historical","r8i1p1f1",109.657698588742,29.0552624999211
1994,"CESM2","historical","r8i1p1f1",111.00138269928,29.517274771305
1995,"CESM2","historical","r8i1p1f1",111.404670701175,29.47077985425
1996,"CESM2","historical","r8i1p1f1",111.924259046297,29.4482035959726
1997,"CESM2","historical","r8i1p1f1",110.193416885961,29.5217478896042
1998,"CESM2","historical","r8i1p1f1",112.028832095901,30.0334961561946
1999,"CESM2","historical","r8i1p1f1",112.495885512207,29.8003550327038
2000,"CESM2","historical","r8i1p1f1",112.852563323464,30.1963808168065
2001,"CESM2","historical","r8i1p1f1",114.182416317749,30.7063687663748
2002,"CESM2","historical","r8i1p1f1",114.620417665419,30.2402013441201
2003,"CESM2","historical","r8i1p1f1",114.650044594812,30.2975715933625
2004,"CESM2","historical","r8i1p1f1",115.139553171502,30.3000091842858
2005,"CESM2","historical","r8i1p1f1",113.069873365371,30.0194532070854
2006,"CESM2","historical","r8i1p1f1",114.518018579913,30.3785779272041
2007,"CESM2","historical","r8i1p1f1",117.592052091865,30.8331946998943
2008,"CESM2","historical","r8i1p1f1",117.089078081874,30.6053955485526
2009,"CESM2","historical","r8i1p1f1",113.854687494816,30.5256519600884
2010,"CESM2","historical","r8i1p1f1",116.512385458253,31.0354252283817
2011,"CESM2","historical","r8i1p1f1",118.272042376991,30.8622522463333
2012,"CESM2","historical","r8i1p1f1",116.302360374755,30.8487523994594
1849,"CESM2","historical","r9i1p1f1",94.3139680877916,26.5830357437654
1850,"CESM2","historical","r9i1p1f1",95.4469686959237,27.0642573797571
1851,"CESM2","historical","r9i1p1f1",95.7598648892536,27.0504693176512
1852,"CESM2","historical","r9i1p1f1",96.8476894590311,27.1149831812579
1853,"CESM2","historical","r9i1p1f1",96.1176376506977,26.9062631204489
1854,"CESM2","historical","r9i1p1f1",96.2982405380399,26.936021770819
1855,"CESM2","historical","r9i1p1f1",96.3219190904086,27.2436762177216
1856,"CESM2","historical","r9i1p1f1",95.3626073114712,27.0803380013409
1857,"CESM2","historical","r9i1p1f1",96.3406091812297,27.3483358496017
1858,"CESM2","historical","r9i1p1f1",95.3723033377201,26.8763338132706
1859,"CESM2","historical","r9i1p1f1",96.2155245363515,27.163793025576
1860,"CESM2","historical","r9i1p1f1",96.8228404457838,27.2620778388273
1861,"CESM2","historical","r9i1p1f1",98.7653633819935,27.4564080854248
1862,"CESM2","historical","r9i1p1f1",95.3102632021828,26.6001879394733
1863,"CESM2","historical","r9i1p1f1",96.0210183532253,27.3334850277242
1864,"CESM2","historical","r9i1p1f1",95.938409102708,27.1375312044963
1865,"CESM2","historical","r9i1p1f1",96.5770247115566,27.1476381165862
1866,"CESM2","historical","r9i1p1f1",97.4776818513282,27.441160417195
1867,"CESM2","historical","r9i1p1f1",96.2483689050312,27.0724173969129
1868,"CESM2","historical","r9i1p1f1",97.1577191163696,27.2872343647562
1869,"CESM2","historical","r9i1p1f1",95.8326437672331,27.0776937276432
1870,"CESM2","historical","r9i1p1f1",96.3998434292024,27.0951119562772
1871,"CESM2","historical","r9i1p1f1",94.9501944028355,26.7576729760861
1872,"CESM2","historical","r9i1p1f1",95.6730745738482,26.7618859333513
1873,"CESM2","historical","r9i1p1f1",96.5151316842648,27.0606882049153
1874,"CESM2","historical","r9i1p1f1",97.3843587068418,27.4859974085783
1875,"CESM2","historical","r9i1p1f1",96.3405084960257,27.1420993845851
1876,"CESM2","historical","r9i1p1f1",97.3887677845306,27.6074061522235
1877,"CESM2","historical","r9i1p1f1",98.4649673487863,27.5197351868271
1878,"CESM2","historical","r9i1p1f1",97.6415306670628,27.3309017452731
1879,"CESM2","historical","r9i1p1f1",96.2570529790993,27.1807982414424
1880,"CESM2","historical","r9i1p1f1",98.1042624881635,27.6529912251994
1881,"CESM2","historical","r9i1p1f1",98.5478970445127,27.5464549276239
1882,"CESM2","historical","r9i1p1f1",97.9511877678951,26.9675986352391
1883,"CESM2","historical","r9i1p1f1",96.6513838551475,26.6206361025908
1884,"CESM2","historical","r9i1p1f1",97.1942004115453,26.9216721159533
1885,"CESM2","historical","r9i1p1f1",98.6682613981979,27.4451965283718
1886,"CESM2","historical","r9i1p1f1",98.125014269599,26.7306444501874
1887,"CESM2","historical","r9i1p1f1",96.1949289570377,27.1193761842534
1888,"CESM2","historical","r9i1p1f1",96.0775709104455,27.0859916322995
1889,"CESM2","historical","r9i1p1f1",96.748919881441,27.0550542739255
1890,"CESM2","historical","r9i1p1f1",96.9347588293215,27.1919546528651
1891,"CESM2","historical","r9i1p1f1",97.6432843146864,27.0161741643792
1892,"CESM2","historical","r9i1p1f1",97.7710979278453,27.1414722008842
1893,"CESM2","historical","r9i1p1f1",96.4359441658325,27.0062970391543
1894,"CESM2","historical","r9i1p1f1",98.0003967046002,27.4056311287549
1895,"CESM2","historical","r9i1p1f1",97.2591203507342,27.0187912114964
1896,"CESM2","historical","r9i1p1f1",94.983594645516,26.8087470041987
1897,"CESM2","historical","r9i1p1f1",97.4593145921758,27.5026839602188
1898,"CESM2","historical","r9i1p1f1",98.319054793569,27.2576585856418
1899,"CESM2","historical","r9i1p1f1",98.3880692741201,27.4062868292406
1900,"CESM2","historical","r9i1p1f1",99.0273923240577,27.2534511073596
1901,"CESM2","historical","r9i1p1f1",96.3866048968764,26.6974208047591
1902,"CESM2","historical","r9i1p1f1",98.7386320629368,27.3304180854745
1903,"CESM2","historical","r9i1p1f1",98.8271548789542,27.087726691822
1904,"CESM2","historical","r9i1p1f1",97.9641265766061,26.9063810606174
1905,"CESM2","historical","r9i1p1f1",99.1050349523807,27.3840361279142
1906,"CESM2","historical","r9i1p1f1",96.9415367074006,26.7367309482024
1907,"CESM2","historical","r9i1p1f1",98.9685263851119,27.2548163665674
1908,"CESM2","historical","r9i1p1f1",100.107910682944,27.3498777926897
1909,"CESM2","historical","r9i1p1f1",99.423017422578,27.1952646037912
1910,"CESM2","historical","r9i1p1f1",99.4491885996555,27.2089824245868
1911,"CESM2","historical","r9i1p1f1",97.8715829403745,26.7473502127205
1912,"CESM2","historical","r9i1p1f1",97.1215810823595,26.8182659012268
1913,"CESM2","historical","r9i1p1f1",98.7224219961992,27.1423945022209
1914,"CESM2","historical","r9i1p1f1",99.7529345354883,27.2578855278513
1915,"CESM2","historical","r9i1p1f1",98.3082913578023,27.0510419589678
1916,"CESM2","historical","r9i1p1f1",98.9987989837986,27.5377409834795
1917,"CESM2","historical","r9i1p1f1",100.615146371191,27.4021872568696
1918,"CESM2","historical","r9i1p1f1",99.9995730832544,27.2561761552306
1919,"CESM2","historical","r9i1p1f1",99.4699949756351,27.153668733531
1920,"CESM2","historical","r9i1p1f1",99.3489353963827,27.2906746284168
1921,"CESM2","historical","r9i1p1f1",101.289633642197,28.0498175200624
1922,"CESM2","historical","r9i1p1f1",101.388231254069,27.6091126402154
1923,"CESM2","historical","r9i1p1f1",98.924728752965,26.8410201626434
1924,"CESM2","historical","r9i1p1f1",97.2438571071092,27.1299313046638
1925,"CESM2","historical","r9i1p1f1",100.114772490034,27.8422103787305
1926,"CESM2","historical","r9i1p1f1",101.274388596583,27.5841122458295
1927,"CESM2","historical","r9i1p1f1",100.424425444757,27.3216210218082
1928,"CESM2","historical","r9i1p1f1",99.4333753349108,27.3326040708496
1929,"CESM2","historical","r9i1p1f1",100.195003826225,27.4693893440144
1930,"CESM2","historical","r9i1p1f1",101.105297499366,27.6738553062141
1931,"CESM2","historical","r9i1p1f1",101.275543779267,27.5303063380506
1932,"CESM2","historical","r9i1p1f1",99.9818417456129,27.4685897671475
1933,"CESM2","historical","r9i1p1f1",101.803940507073,28.0414643338793
1934,"CESM2","historical","r9i1p1f1",102.489045970681,27.9029671269315
1935,"CESM2","historical","r9i1p1f1",100.859278955356,27.1310639385293
1936,"CESM2","historical","r9i1p1f1",98.610409715771,27.2263316238618
1937,"CESM2","historical","r9i1p1f1",100.621307857845,27.629162073864
1938,"CESM2","historical","r9i1p1f1",101.431824759888,27.3010693218003
1939,"CESM2","historical","r9i1p1f1",100.83299519826,27.4698379131184
1941,"CESM2","historical","r9i1p1f1",99.1688236656445,27.5258102506355
1942,"CESM2","historical","r9i1p1f1",103.554896317668,28.2350489844813
1943,"CESM2","historical","r9i1p1f1",101.362303748196,27.4002024951499
1944,"CESM2","historical","r9i1p1f1",98.8613282852923,26.8211022978932
1945,"CESM2","historical","r9i1p1f1",102.40053339593,27.8014733307076
1946,"CESM2","historical","r9i1p1f1",100.659129458566,27.161922578969
1947,"CESM2","historical","r9i1p1f1",102.318553808145,27.5076302827316
1948,"CESM2","historical","r9i1p1f1",100.413076426936,27.1618880477354
1949,"CESM2","historical","r9i1p1f1",99.979983956179,27.3372137536655
1950,"CESM2","historical","r9i1p1f1",102.959727533368,27.6344549403034
1951,"CESM2","historical","r9i1p1f1",99.8291939740212,27.0173969539625
1952,"CESM2","historical","r9i1p1f1",101.23342643149,27.6741490017789
1953,"CESM2","historical","r9i1p1f1",101.020512158053,27.3700435034049
1954,"CESM2","historical","r9i1p1f1",99.6695583113881,27.1690757624046
1955,"CESM2","historical","r9i1p1f1",100.213726678554,27.2342460306013
1956,"CESM2","historical","r9i1p1f1",100.23115725378,27.0212243487411
1957,"CESM2","historical","r9i1p1f1",100.665959315026,27.0369035924527
1958,"CESM2","historical","r9i1p1f1",99.7544533482363,27.1196771954097
1959,"CESM2","historical","r9i1p1f1",101.859082720345,27.5063722340188
1960,"CESM2","historical","r9i1p1f1",99.9179228299426,26.9331015336559
1961,"CESM2","historical","r9i1p1f1",100.219371248588,27.0560942991463
1962,"CESM2","historical","r9i1p1f1",99.9605619461345,27.0156302030737
1963,"CESM2","historical","r9i1p1f1",100.690054852912,27.2059612898358
1964,"CESM2","historical","r9i1p1f1",101.950622694349,27.448702581042
1965,"CESM2","historical","r9i1p1f1",103.015257668605,27.3866901198334
1966,"CESM2","historical","r9i1p1f1",100.383387312586,27.16262061756
1967,"CESM2","historical","r9i1p1f1",102.18983327503,27.2777438640222
1968,"CESM2","historical","r9i1p1f1",101.780976360087,27.0781169475336
1969,"CESM2","historical","r9i1p1f1",101.810874092575,27.4215577596711
1970,"CESM2","historical","r9i1p1f1",103.901288573163,27.8046211061538
1971,"CESM2","historical","r9i1p1f1",104.282209497517,27.9459784028816
1972,"CESM2","historical","r9i1p1f1",104.109688276799,27.7791820809972
1973,"CESM2","historical","r9i1p1f1",105.852318179668,27.9083668812918
1974,"CESM2","historical","r9i1p1f1",102.481682583774,27.4389168284745
1975,"CESM2","historical","r9i1p1f1",103.432206060811,27.8990259740242
1976,"CESM2","historical","r9i1p1f1",106.738366468163,28.34000345028
1977,"CESM2","historical","r9i1p1f1",105.422258402701,27.9460101910615
1978,"CESM2","historical","r9i1p1f1",104.97648973856,27.5603841956074
1979,"CESM2","historical","r9i1p1f1",104.415563429983,27.8546143000102
1980,"CESM2","historical","r9i1p1f1",103.748292726789,28.0992425187372
1981,"CESM2","historical","r9i1p1f1",106.413738763713,28.193306782575
1982,"CESM2","historical","r9i1p1f1",107.953063677776,28.2037839195474
1983,"CESM2","historical","r9i1p1f1",106.963405700301,28.0101544342986
1984,"CESM2","historical","r9i1p1f1",103.734571811162,27.9517626436319
1985,"CESM2","historical","r9i1p1f1",106.031460191364,28.1669549255633
1986,"CESM2","historical","r9i1p1f1",106.967879653692,28.3619683297956
1987,"CESM2","historical","r9i1p1f1",108.922819170234,29.0133611123224
1988,"CESM2","historical","r9i1p1f1",108.64982031131,28.7568664553782
1989,"CESM2","historical","r9i1p1f1",107.807253993061,28.7349023533238
1990,"CESM2","historical","r9i1p1f1",108.401310737948,28.6731531114817
1991,"CESM2","historical","r9i1p1f1",108.196158361085,28.4586209347718
1992,"CESM2","historical","r9i1p1f1",108.522946559678,28.643885303763
1993,"CESM2","historical","r9i1p1f1",111.022106830276,29.3384697781971
1994,"CESM2","historical","r9i1p1f1",112.628019048853,29.4313064813591
1995,"CESM2","historical","r9i1p1f1",109.585752553505,29.112041416694
1996,"CESM2","historical","r9i1p1f1",110.956275469894,29.2392863144195
1997,"CESM2","historical","r9i1p1f1",109.97113435687,29.1619374876455
1998,"CESM2","historical","r9i1p1f1",110.628982119313,29.5215172597509
1999,"CESM2","historical","r9i1p1f1",111.459302931307,29.6647803760408
2000,"CESM2","historical","r9i1p1f1",113.184339804005,29.6427168195533
2001,"CESM2","historical","r9i1p1f1",114.113675611351,29.9882938328663
2002,"CESM2","historical","r9i1p1f1",112.988092163729,29.7207489757394
2003,"CESM2","historical","r9i1p1f1",113.729900231689,29.8440691639542
2004,"CESM2","historical","r9i1p1f1",111.568058220559,29.9398032028238
2005,"CESM2","historical","r9i1p1f1",113.951960772293,30.17597819859
2006,"CESM2","historical","r9i1p1f1",115.038959757686,30.3439701840833
2007,"CESM2","historical","r9i1p1f1",114.244237266335,30.4699606445887
2008,"CESM2","historical","r9i1p1f1",115.316879218215,30.7374086955
2009,"CESM2","historical","r9i1p1f1",114.515613601123,30.4668450624338
2010,"CESM2","historical","r9i1p1f1",114.754835386764,30.7338201971643
2011,"CESM2","historical","r9i1p1f1",116.61313431007,31.0157140393346
2012,"CESM2","historical","r9i1p1f1",117.373933886017,31.0403796713166
1849,"CESM2-WACCM","historical","r1i1p1f1",96.372059992377,27.4945704062173
1850,"CESM2-WACCM","historical","r1i1p1f1",97.0710186215616,27.4991472308804
1851,"CESM2-WACCM","historical","r1i1p1f1",97.3749395911216,27.4552137458372
1852,"CESM2-WACCM","historical","r1i1p1f1",97.7901628005345,27.7485756348399
1853,"CESM2-WACCM","historical","r1i1p1f1",96.2074327007097,27.0081210115069
1854,"CESM2-WACCM","historical","r1i1p1f1",96.0340626830167,27.0714497319572
1855,"CESM2-WACCM","historical","r1i1p1f1",95.9341663933874,27.276828003957
1856,"CESM2-WACCM","historical","r1i1p1f1",96.1310204412169,27.2929726787355
1857,"CESM2-WACCM","historical","r1i1p1f1",97.3937197121041,27.1077089661969
1858,"CESM2-WACCM","historical","r1i1p1f1",94.7960454060579,26.9980965219646
1859,"CESM2-WACCM","historical","r1i1p1f1",98.2454739948541,27.5821561166392
1860,"CESM2-WACCM","historical","r1i1p1f1",98.6663079170055,27.796077410323
1861,"CESM2-WACCM","historical","r1i1p1f1",98.002789785805,27.2635300131118
1862,"CESM2-WACCM","historical","r1i1p1f1",96.7963207785776,27.0537414126489
1863,"CESM2-WACCM","historical","r1i1p1f1",97.0623679355504,26.9141416371865
1864,"CESM2-WACCM","historical","r1i1p1f1",96.2434236837245,27.1481957373925
1865,"CESM2-WACCM","historical","r1i1p1f1",96.323052013704,27.0595697850842
1866,"CESM2-WACCM","historical","r1i1p1f1",94.94667573271,26.9187568725309
1867,"CESM2-WACCM","historical","r1i1p1f1",96.0882629156845,27.0896597497815
1868,"CESM2-WACCM","historical","r1i1p1f1",96.3786971905276,26.9950203650486
1869,"CESM2-WACCM","historical","r1i1p1f1",96.2432853636433,26.9628413694559
1870,"CESM2-WACCM","historical","r1i1p1f1",97.6276572417671,27.4359573475368
1871,"CESM2-WACCM","historical","r1i1p1f1",96.6081290730082,27.0729709236215
1872,"CESM2-WACCM","historical","r1i1p1f1",97.1191117263891,27.1972109118816
1873,"CESM2-WACCM","historical","r1i1p1f1",96.0795527008838,27.0124093211049
1874,"CESM2-WACCM","historical","r1i1p1f1",97.5965728327847,27.620852388486
1875,"CESM2-WACCM","historical","r1i1p1f1",96.5397978751983,26.9940334278427
1876,"CESM2-WACCM","historical","r1i1p1f1",97.0810992297434,27.4398483002254
1877,"CESM2-WACCM","historical","r1i1p1f1",97.2092212869671,27.1444912566409
1878,"CESM2-WACCM","historical","r1i1p1f1",98.0529397952616,27.6783631263153
1879,"CESM2-WACCM","historical","r1i1p1f1",99.1525798198001,27.6065313359883
1880,"CESM2-WACCM","historical","r1i1p1f1",99.4423890603376,27.5548039011795
1881,"CESM2-WACCM","historical","r1i1p1f1",97.156811494567,27.3523409980542
1882,"CESM2-WACCM","historical","r1i1p1f1",95.9819711458928,27.0583990155821
1883,"CESM2-WACCM","historical","r1i1p1f1",96.1199726550515,26.7615803080672
1884,"CESM2-WACCM","historical","r1i1p1f1",96.5572726757082,27.0659803267654
1885,"CESM2-WACCM","historical","r1i1p1f1",96.2208449240098,26.754062138806
1886,"CESM2-WACCM","historical","r1i1p1f1",97.3880057604385,27.3965392714402
1887,"CESM2-WACCM","historical","r1i1p1f1",97.4467275812085,27.1281142529847
1888,"CESM2-WACCM","historical","r1i1p1f1",99.2060500804571,27.5329277704555
1889,"CESM2-WACCM","historical","r1i1p1f1",96.7076198480438,26.9343671920629
1890,"CESM2-WACCM","historical","r1i1p1f1",98.2482473250912,27.5076610802709
1891,"CESM2-WACCM","historical","r1i1p1f1",98.733509461075,27.2049092945681
1892,"CESM2-WACCM","historical","r1i1p1f1",97.2963381289512,27.1365245906427
1893,"CESM2-WACCM","historical","r1i1p1f1",97.2536489588439,27.1820127804691
1894,"CESM2-WACCM","historical","r1i1p1f1",98.696549823709,27.2540688101284
1895,"CESM2-WACCM","historical","r1i1p1f1",99.9586274203396,27.7659097382708
1896,"CESM2-WACCM","historical","r1i1p1f1",97.4150112140927,27.1752505075895
1897,"CESM2-WACCM","historical","r1i1p1f1",97.9103381279739,27.534061237103
1898,"CESM2-WACCM","historical","r1i1p1f1",99.0177087166985,27.4769135277041
